"datsrc","institutioncode","collectioncode","catalognumber","genus","species","identifiedby","collectornumber","collector","stateprovince","county","locality","longitude","latitude","infraspecificEpithet","scientificname_gbif","municipality_gbif","scientificnameauthor_sp"
"gbif","Cenargen","CEN","101906","Diplusodon","glocimarii","T. B. Cavalcanti","484","Eric Koiti Okiyama Hattori",NA,NA,"Estrada depois do Paraíso perdido em direção ao paredão, Região da represa de Furnas, Minas Gerais.",NA,NA,NA,"Diplusodon glocimarii T.B.Cavalc.",NA,NA
"gbif","Cenargen","CEN","101907","Diplusodon","glocimarii","T. B. Cavalcanti","3281","Jimi Naoki Nakajima","Minas Gerais",NA,"Paraíso Selvagem, trilha para cachoeira """"Salto Solitário"""". 20°26'04''S e 46°38'73''W.",NA,NA,NA,"Diplusodon glocimarii T.B.Cavalc.","DELFINOPOLIS",NA
"gbif","Cenargen","CEN","101908","Diplusodon","lanceolatus","T. B. Cavalcanti","1","M. R. Souza","Minas Gerais",NA,"Reserva Particular do Patrimônio Natural do Clube Caça e Pesca Itororó de Uberlândia.",NA,NA,NA,"Diplusodon lanceolatus Pohl","UBERLANDIA",NA
"gbif","Cenargen","CEN","101909","Diplusodon","uninervius","T. B. Cavalcanti","98","J. C. Fontelas","Minas Gerais",NA,"Estrada Diamantina - Medanha, Caminho dos Escravos.",-43.594444,-18.217777,NA,"Diplusodon uninervius Koehne","DIAMANTINA",NA
"gbif","Cenargen","CEN","101910","Diplusodon","hexander","T. B. Cavalcanti","18","F. N. A. Mello","Minas Gerais",NA,"Estrada para Medanha a 12 km de Diamantina. (18° 11'5 43°32 W m)",NA,NA,NA,"Diplusodon hexander DC.","DIAMANTINA",NA
"gbif","Cenargen","CEN","101911","Diplusodon","uninervius","T. B. Cavalcanti","263","F. N. A. Mello","Minas Gerais",NA,"Estrada para Biribiri, 3 km da entrada , município de Diamantina.",-43.6175,-18.213055,NA,"Diplusodon uninervius Koehne","DIAMANTINA",NA
"gbif","Cenargen","CEN","101912","Diplusodon","glocimarii","T. B. Cavalcanti","121","P. H. N. Bernardes","Minas Gerais",NA,"Região de Furnas. Estrada para Gabi Explorações II.",NA,NA,NA,"Diplusodon glocimarii T.B.Cavalc.","CAPITOLIO",NA
"gbif","Cenargen","CEN","101913","Diplusodon","glocimarii","T. B. Cavalcanti","181","P. H. N. Bernardes","Minas Gerais",NA,"Região de Furnas. Estrada para pedreira, próximo a cachoeira da rodovia.",NA,NA,NA,"Diplusodon glocimarii T.B.Cavalc.","CAPITOLIO",NA
"gbif","Cenargen","CEN","101914","Diplusodon","glocimarii","T. B. Cavalcanti","307","P. H. N. Bernardes","Minas Gerais",NA,"Paraíso Perdido. Estrada após Paraíso Perdido, ca. 4 km a frente, região de Furnas.",NA,NA,NA,"Diplusodon glocimarii T.B.Cavalc.","CAPITOLIO",NA
"gbif","Cenargen","CEN","101915","Diplusodon","uninervius","T. B. Cavalcanti","470","F. N. A. Mello","Minas Gerais",NA,"Estrada Diamantina - Biribiri.",NA,NA,NA,"Diplusodon uninervius Koehne","DIAMANTINA",NA
"gbif","Cenargen","CEN","101916","Diplusodon","buxifolius","T. B. Cavalcanti","900","Priscila Oliveira Rosa",NA,NA,"Estrada para Lavras Novas, Minas Gerais.",NA,NA,NA,"Diplusodon buxifolius DC.",NA,NA
"gbif","Cenargen","CEN","101917","Diplusodon","mononeuros","T. B. Cavalcanti","950","Priscila Oliveira Rosa",NA,NA,"Estrada para o Telésforo, morro próximo a cidade.",-43.970833,-18.281111,NA,"Diplusodon mononeuros Pilg.",NA,NA
"gbif","Cenargen","CEN","101918","Diplusodon","divaricatus","T. B. Cavalcanti","1297","Priscila Oliveira Rosa","Goiás",NA,"PESCAN - Parque Estadual da Serra de Caldas Novas.",-48.667222,-17.776666,NA,"Diplusodon divaricatus Pohl","CALDAS NOVAS",NA
"gbif","Cenargen","CEN","101919","Diplusodon","glocimarii","T. B. Cavalcanti","1637","Adriana Assis Arantes",NA,NA,"Estrada para Cachoeira Feixo da Serra, rio Turvo, próximo ao trecho de asfalto.",-46.230833,-20.604444,NA,"Diplusodon glocimarii T.B.Cavalc.",NA,NA
"gbif","Cenargen","CEN","101920","Diplusodon","glocimarii","T. B. Cavalcanti","1724","Adriana Assis Arantes",NA,NA,"Estrada para Pedreira Souza, ca. de 2.0 km da MG 050. Região da represa de Furnas.",NA,NA,NA,"Diplusodon glocimarii T.B.Cavalc.",NA,NA
"gbif","Cenargen","CEN","101922","Diplusodon","glocimarii","T. B. Cavalcanti","4005","Jimi Naoki Nakajima","Minas Gerais",NA,"Trilha Escada de Pedras. Faz. José Antunes. 20°26'04'' S e 46°38'73''W.",NA,NA,NA,"Diplusodon glocimarii T.B.Cavalc.","DELFINOPOLIS",NA
"gbif","Cenargen","CEN","101923","Diplusodon","glocimarii","T. B. Cavalcanti","4091","Jimi Naoki Nakajima","Minas Gerais",NA,"Trilha Paraíso Perdido; ca. 5 km da rodovia MG 050. Região da Represa de Furnas.",NA,NA,NA,"Diplusodon glocimarii T.B.Cavalc.","DELFINOPOLIS",NA
"gbif","Cenargen","CEN","101924","Diplusodon","hexander","T. B. Cavalcanti","4636","Jimi Naoki Nakajima","Minas Gerais",NA,"Estrada Conselheiro Mata - Diamantina, km 35",-43.7125,-18.269166,NA,"Diplusodon hexander DC.","DIAMANTINA",NA
"gbif","Cenargen","CEN","101925","Diplusodon","hexander","T. B. Cavalcanti","4649","Jimi Naoki Nakajima","Minas Gerais",NA,"Estrada Conselheiro Mata - Diamantina, km 35",-43.7125,-18.269166,NA,"Diplusodon hexander DC.","DIAMANTINA",NA
"gbif","Cenargen","CEN","101926","Diplusodon","glocimarii","T. B. Cavalcanti","7394","Rosana Romero",NA,NA,"Estrada para a Pedreiro Souza, ca. 2 km da MG 050.",-46.265,-20.630555,NA,"Diplusodon glocimarii T.B.Cavalc.",NA,NA
"gbif","Cenargen","CEN","101927","Diplusodon","glocimarii","K. B. S. Melo","7628","Rosana Romero",NA,NA,"Paraíso Perdido, região da represa de Furnas.",NA,NA,NA,"Diplusodon glocimarii T.B.Cavalc.",NA,NA
"gbif","Cenargen","CEN","101929","Diplusodon","glocimarii","T. B. Cavalcanti","7033","Rosana Romero","Minas Gerais",NA,"Cachoeirinhas no ribeirão Bom Jesus. 20°21'70'' S e 46°45'27'' W.",NA,NA,NA,"Diplusodon glocimarii T.B.Cavalc.","DELFINOPOLIS",NA
"gbif","Cenargen","CEN","101930","Diplusodon","glocimarii","K. B. S. Melo","7852","Rosana Romero",NA,NA,"Estrada para cachoeira Feixo da Serra, região da Represa de Furnas.",NA,NA,NA,"Diplusodon glocimarii T.B.Cavalc.",NA,NA
"gbif","Cenargen","CEN","101931","Diplusodon","virgatus","T. B. Cavalcanti","339","A. R. Rezende","Minas Gerais",NA,"Serra do Corpo Seco.",-49.466666,-19.033055,NA,"Diplusodon virgatus Pohl","ITUIUTABA",NA
"gbif","Cenargen","CEN","101932","Diplusodon","virgatus","T. B. Cavalcanti","4","G. P. Camacho","Minas Gerais",NA,"Estação Ecológica do Panga.",NA,NA,NA,"Diplusodon virgatus Pohl","UBERLANDIA",NA
"gbif","Cenargen","CEN","101935","Diplusodon","glocimarii","T. B. Cavalcanti","382","Rodrigo L. Volpi","Minas Gerais",NA,"Trilha """"Escada de Pedras"""".",-46.62,-20.434444,NA,"Diplusodon glocimarii T.B.Cavalc.","DELFINOPOLIS",NA
"gbif","Cenargen","CEN","101936","Diplusodon","glocimarii","T. B. Cavalcanti","92","Rodrigo A. Pacheco - HUFU","Minas Gerais",NA,"Trilha casinha branca. Fazenda Zé Antunes.",-46.653333,-20.434444,NA,"Diplusodon glocimarii T.B.Cavalc.","DELFINOPOLIS",NA
"gbif","Cenargen","CEN","101940","Diplusodon","kielmeyeroides","T. B. Cavalcanti","956","Adriana Assis Arantes","Goiás",NA,"Serra do Facão.",NA,NA,"kielmeyeroides","Diplusodon kielmeyeroides var. kielmeyeroides","CATALAO",NA
"gbif","Cenargen","CEN","101941","Diplusodon","canastrensis","T. Andrade","3233","Rosana Romero","Minas Gerais",NA,"Garagem de Pedras.",NA,NA,NA,"Diplusodon canastrensis T.B.Cavalc.","SAO ROQUE DE MINAS",NA
"gbif","Cenargen","CEN","101942","Diplusodon","canastrensis","T. Andrade","4677","Rosana Romero","Minas Gerais",NA,"Garagem de Pedras, descida para o Vale dos Cândidos, Parque Nacional da Serra da Canastra.",NA,NA,NA,"Diplusodon canastrensis T.B.Cavalc.","SAO ROQUE DE MINAS",NA
"gbif","Cenargen","CEN","101943","Diplusodon","ovatus","T. B. Cavalcanti","4968","Rosana Romero","Minas Gerais",NA,"Morro antes do córrego dos Passageiros, Parque Nacional da Serra da Canastra.",NA,NA,NA,"Diplusodon ovatus Pohl","SAO ROQUE DE MINAS",NA
"gbif","Cenargen","CEN","101944","Diplusodon","myrsinites","R. L. Volpi","6275","Rosana Romero","Minas Gerais",NA,"Estrada para Casa Branca, Faz. Paraíso, """" Sete Cidades"""".",-46.756389,-20.36777,NA,"Diplusodon myrsinites DC.","DELFINOPOLIS",NA
"gbif","Cenargen","CEN","101945","Diplusodon","canastrensis","T. Andrade","6606","Rosana Romero","Minas Gerais",NA,"Parque Nacional da Serra da Canastra.",NA,NA,NA,"Diplusodon canastrensis T.B.Cavalc.","SAO ROQUE DE MINAS",NA
"gbif","Cenargen","CEN","101946","Diplusodon","glocimarii","T. B. Cavalcanti","469","Rodrigo A. Pacheco - HUFU","Minas Gerais",NA,"Fazenda Águas da Serra.",-46.756389,-20.434444,NA,"Diplusodon glocimarii T.B.Cavalc.","DELFINOPOLIS",NA
"gbif","Cenargen","CEN","101947","Diplusodon","glocimarii","T. B. Cavalcanti","665","Rodrigo L. Volpi","Minas Gerais",NA,"""""Condomínio de Pedra"""".",-46.756389,-20.367778,NA,"Diplusodon glocimarii T.B.Cavalc.","DELFINOPOLIS",NA
"gbif","Cenargen","CEN","101948","Diplusodon","nitidus","T. B. Cavalcanti","1073","Priscila Oliveira Rosa","Minas Gerais",NA,"Serra da Canastra, acesso pela cidade.",-43.027777,-16.854444,NA,"Diplusodon nitidus DC.","BOTUMIRIM",NA
"gbif","Cenargen","CEN","101949","Diplusodon","helianthemifolius","T. B. Cavalcanti","1081","Priscila Oliveira Rosa","Minas Gerais",NA,"Serra da Canastra, acesso pela cidade.",-43.027777,-16.854444,"pemphoides","Diplusodon helianthemifolius var. pemphoides (DC.) Koehne","BOTUMIRIM",NA
"gbif","Cenargen","CEN","101951","Diplusodon","virgatus","T. B. Cavalcanti","S/N","L. Barcelos","Minas Gerais",NA,"Clube Caça e Pesca Itororó.",-48.295833,-18.9825,NA,"Diplusodon virgatus Pohl","UBERLANDIA",NA
"gbif","Cenargen","CEN","101952","Diplusodon","uninervius","T. B. Cavalcanti","358","D. Marques","Minas Gerais",NA,"P. E. Biribiri. 'Serra do Carimbo"""".",-43.66,-19.6025,NA,"Diplusodon uninervius Koehne","DIAMANTINA",NA
"gbif","Cenargen","CEN","101954","Diplusodon","oblongus","T. B. Cavalcanti","9","L. C. Honorio","Goiás",NA,"Marco 9 do Parque Estadual dos Pirineus.",-48.7775,-15.780833,NA,"Diplusodon oblongus Pohl","COCALZINHO DE GOIAS",NA
"gbif","Cenargen","CEN","101955","Diplusodon","canastrensis","T. Andrade","371","Rodrigo A. Pacheco - HUFU","Minas Gerais",NA,"Parque Nacional Serra da Canastra.",NA,NA,NA,"Diplusodon canastrensis T.B.Cavalc.","SAO ROQUE DE MINAS",NA
"gbif","Cenargen","CEN","101956","Diplusodon","virgatus","T. B. Cavalcanti","S/N","A. O. R. Santos","Minas Gerais",NA,"Estação Ecológica do Panga 47 km do INBIO em Uberlândia.",-48.232,-19.092,NA,"Diplusodon virgatus Pohl","UBERLANDIA",NA
"gbif","Cenargen","CEN","101957","Diplusodon","lanceolatus","T. B. Cavalcanti","S/N","C. I. Silva","Minas Gerais",NA,"Estação Ecológica do Panga.",NA,NA,NA,"Diplusodon lanceolatus Pohl","UBERLANDIA",NA
"gbif","Cenargen","CEN","101958","Diplusodon","glaucescens","T. B. Cavalcanti","4863","Jimi Naoki Nakajima","Minas Gerais",NA,"Estrada para Milho Verde. Km 14.",NA,NA,NA,"Diplusodon glaucescens DC.","DIAMANTINA",NA
"gbif","Cenargen","CEN","102262","Diplusodon","virgatus","M.G. Facco","900","D. R. Gonzaga - CESJ","Minas Gerais",NA,"Sítio Rancho Novo, área de campo aberta",-43.75,-21.216666,NA,"Diplusodon virgatus Pohl","BARBACENA",NA
"gbif","Cenargen","CEN","102419","Diplusodon","ericoides","M. G. Facco","4099","Jimi Naoki Nakajima",NA,NA,"Trilha Paraíso Perdido; ca. 5 km da rodovia MG 050. Região da Represa de Furnas.",NA,NA,NA,"Diplusodon ericoides Lourteig",NA,NA
"gbif","Cenargen","CEN","102461","Diplusodon","bradei","T. B. Cavalcanti","6917","Rosana Romero","Minas Gerais",NA,"Trilha do s. Cannyon",-46.645277,-20.434444,NA,"Diplusodon bradei Pilg.","DELFINOPOLIS",NA
"gbif","Cenargen","CEN","102475","Diplusodon","bradei","J. N. Nakajima","4427","Jimi Naoki Nakajima","Minas Gerais",NA,"Estrada para pedreira, próximo à cachoeira da rodovia, região de Furnas.",NA,NA,NA,"Diplusodon bradei Pilg.","CAPITOLIO",NA
"gbif","Cenargen","CEN","102490","Diplusodon","bradei","J. N. Nakajima","229","P. H. N. Bernardes","Minas Gerais",NA,"Estrada depois do Paraíso Perdido. Região de Furnas.",NA,NA,NA,"Diplusodon bradei Pilg.","CAPITOLIO",NA
"gbif","Cenargen","CEN","102540","Diplusodon","quintuplinervius","T. B. Cavalcanti","6036","Anderson Cássio Sevilha","Minas Gerais",NA,"Sítio 5 - Ponto 2.",-42.3925,-16.038055,NA,"Diplusodon quintuplinervius Koehne","NOVORIZONTE",NA
"gbif","Cenargen","CEN","102706","Diplusodon","quintuplinervius","T. B. Cavalcanti","5944","Anderson Cássio Sevilha","Minas Gerais",NA,"Sítio 2. Ponto 2.",-42.489166,-16.182777,NA,"Diplusodon quintuplinervius Koehne","FRUTA DE LEITE",NA
"gbif","Cenargen","CEN","102741","Diplusodon","epilobioides","T. B. Cavalcanti","5979","Anderson Cássio Sevilha","Minas Gerais",NA,"Sítio 3 - Ponto 1.",-42.467222,-16.339444,NA,"Diplusodon epilobioides DC.","RUBELITA",NA
"gbif","Cenargen","CEN","103153","Diplusodon","quintuplinervius","T. B. Cavalcanti","6180","Anderson Cássio Sevilha","Minas Gerais",NA,"Sítio 6 - Ponto 5.",-41.908333,-16.129444,NA,"Diplusodon quintuplinervius Koehne","SALINAS",NA
"gbif","Cenargen","CEN","103247","Diplusodon","nitidus","T. B. Cavalcanti","6354","Anderson Cássio Sevilha","Minas Gerais",NA,"Sucuriu.",-42.7525,-15.338333,NA,"Diplusodon nitidus DC.","SANTO ANTÔNIO DO RETIRO",NA
"gbif","Cenargen","CEN","103255","Diplusodon","quintuplinervius","T. B. Cavalcanti","6362","Anderson Cássio Sevilha","Minas Gerais",NA,"Sucuriu.",-42.7525,-15.338333,NA,"Diplusodon quintuplinervius Koehne","SANTO ANTÔNIO DO RETIRO",NA
"gbif","Cenargen","CEN","103264","Diplusodon","rotundifolius","T. B. Cavalcanti","6371","Anderson Cássio Sevilha","Minas Gerais",NA,"Sucuriu.",-42.7525,-15.338333,NA,"Diplusodon rotundifolius DC.","SANTO ANTÔNIO DO RETIRO",NA
"gbif","Cenargen","CEN","103397","Diplusodon","quintuplinervius","T. B. Cavalcanti","6470","Anderson Cássio Sevilha","Minas Gerais",NA,"Sítio 11. Ponto 1.",-42.671944,-15.375555,NA,"Diplusodon quintuplinervius Koehne","SANTO ANTÔNIO DO RETIRO",NA
"gbif","Cenargen","CEN","103450","Diplusodon","nitidus","T. B. Cavalcanti","6523","Anderson Cássio Sevilha","Minas Gerais",NA,"Sítio 10. Ponto 6.",-42.759444,-15.380277,NA,"Diplusodon nitidus DC.","SANTO ANTÔNIO DO RETIRO",NA
"gbif","Cenargen","CEN","103615","Diplusodon","quintuplinervius","T. B. Cavalcanti","6673","Anderson Cássio Sevilha","Minas Gerais",NA,"Sítio 14. Ponto 4. Parque Estadual de Montezuma.",-42.445833,-15.172222,NA,"Diplusodon quintuplinervius Koehne","MONTEZUMA",NA
"gbif","Cenargen","CEN","103743","Diplusodon","nitidus","T. B. Cavalcanti","6795","Anderson Cássio Sevilha","Minas Gerais",NA,"Sítio 17. Ponto 5.",-42.351111,-15.406388,NA,"Diplusodon nitidus DC.","VARGEM GRANDE DO RIO PARDO",NA
"gbif","Cenargen","CEN","103796","Diplusodon","nitidus","T. B. Cavalcanti","6833","Anderson Cássio Sevilha","Minas Gerais",NA,"Sítio 18. Ponto 5.",-42.158611,-15.255277,NA,"Diplusodon nitidus DC.","SAO JOAO DO PARAISO",NA
"gbif","Cenargen","CEN","103822","Diplusodon","quintuplinervius","T. B. Cavalcanti","6823","Anderson Cássio Sevilha","Minas Gerais",NA,"Sítio 18. Ponto 3.",-42.150833,-15.286666,NA,"Diplusodon quintuplinervius Koehne","SAO JOAO DO PARAISO",NA
"gbif","Cenargen","CEN","103845","Diplusodon","nitidus","T. B. Cavalcanti","6866","Anderson Cássio Sevilha","Minas Gerais",NA,"Sítio 19. Ponto 4. Área de empréstimo para a barragem do Peão.",-42.143888,-15.137222,NA,"Diplusodon nitidus DC.","SAO JOAO DO PARAISO",NA
"gbif","Cenargen","CEN","103856","Diplusodon","alatus","R. G. Chacon","1560","Roberta Gomes Chacon","Goiás",NA,"Parque Nacional da Chapada dos Veadeiros: Cachoeira Corredeiras.",-47.8325,-14.161666,NA,"Diplusodon alatus T.B.Cavalcanti","ALTO PARAISO DE GOIAS",NA
"gbif","Cenargen","CEN","103859","Diplusodon","adpressipilus","R. G. Chacon","1569","Roberta Gomes Chacon","Goiás",NA,"Parque Nacional da Chapada dos Veadeiros: Cachoeira Corredeiras, antes do deck de acesso.",-47.836111,-14.157777,NA,"Diplusodon adpressipilus Lourteig","ALTO PARAISO DE GOIAS",NA
"gbif","Cenargen","CEN","103888","Diplusodon","strigosus","T. B. Cavalcanti","1859","Priscila Oliveira Rosa","Goiás",NA,"Mosteiro Zen Horyu-Zan Eisho-JI. Entre a Cachoeira dos Dragões e Cidade de Pedra.",-48.908055,-15.725,NA,"Diplusodon strigosus Pohl","PIRENOPOLIS",NA
"gbif","Cenargen","CEN","104148","Diplusodon","virgatus","A. C. Servilha","6969","Anderson Cássio Sevilha","Minas Gerais",NA,"Comunidade Brejo. Sítio 23 - Ponto 3.",-42.420555,-15.302222,NA,"Diplusodon virgatus Pohl","MONTEZUMA",NA
"gbif","Cenargen","CEN","104158","Diplusodon","quintuplinervius","T. B. Cavalcanti","6979","Anderson Cássio Sevilha","Minas Gerais",NA,"Comunidade Brejo. Sítio 23 - Ponto 3.",-42.420555,-15.302222,NA,"Diplusodon quintuplinervius Koehne","MONTEZUMA",NA
"gbif","Cenargen","CEN","104207","Diplusodon","virgatus","A. C. Servilha","7066","Anderson Cássio Sevilha","Minas Gerais",NA,"Pequizeirão. Roça do Mato. Barragem. Sítio 28. Ponto 1. RDS - Nascentes geraizeiras.",-42.428888,-15.343055,NA,"Diplusodon virgatus Pohl","RIO PARDO DE MINAS",NA
"gbif","Cenargen","CEN","104208","Diplusodon","quintuplinervius","T. B. Cavalcanti","7096","Anderson Cássio Sevilha","Minas Gerais",NA,"Pequizeirão. Roça do Mato. Sítio 28. Ponto 3. Nascente. RDS - Nascentes geraizeiras.",-42.421388,-15.351111,NA,"Diplusodon quintuplinervius Koehne","RIO PARDO DE MINAS",NA
"gbif","Cenargen","CEN","104252","Diplusodon","ciliatiflorus","T. B. Cavalcanti","1063","João Bernardo de Azevedo Bringel Jr.","Goiás",NA,"PARNA da Chapada dos Veadeiros, trilha para o rio Preto.",-47.8275,-14.170277,NA,"Diplusodon ciliatiflorus T.B.Cavalc.","ALTO PARAISO DE GOIAS",NA
"gbif","Cenargen","CEN","104370","Diplusodon","ericoides","T. B. Cavalcanti","1181","João Bernardo de Azevedo Bringel Jr.","Goiás",NA,"Estrada de terra para Vãozinho, cerca de 8 km N de São João d' Aliança.",-47.535555,-14.657777,NA,"Diplusodon ericoides Lourteig","SAO JOAO D'ALIANCA",NA
"gbif","Cenargen","CEN","104425","Diplusodon","chapadensis","T. B. Cavalcanti","1238","João Bernardo de Azevedo Bringel Jr.","Goiás",NA,"Estrada para o Vale da Lua.",-47.779166,-14.1725,NA,"Diplusodon chapadensis T.B.Cavalc.","ALTO PARAISO DE GOIAS",NA
"gbif","Cenargen","CEN","104452","Diplusodon","marginatus","T. B. Cavalcanti","1266","João Bernardo de Azevedo Bringel Jr.","Goiás",NA,"Rodovia BR - 070, cerca de 5 km a L de Cocalzinho de Goiás.",-48.724444,-15.765833,NA,"Diplusodon marginatus Pohl","PLANALTINA",NA
"gbif","Cenargen","CEN","104468","Diplusodon","oblongus","T. B. Cavalcanti","1282","João Bernardo de Azevedo Bringel Jr.","Goiás",NA,"Área rural, cerca de 12 km (em linha reta) a NW de Cocalzinho.",-48.870555,-15.851388,NA,"Diplusodon oblongus Pohl","CORUMBA DE GOIAS",NA
"gbif","Cenargen","CEN","104487","Diplusodon","ramosissimus","T. B. Cavalcanti","1301","João Bernardo de Azevedo Bringel Jr.","Minas Gerais",NA,"Estrada vicinal a Leste da MG - 060, entrada a cerca de 6 km a SE da ponte sobre o rio Abaeté.",-45.686111,-18.418611,NA,"Diplusodon ramosissimus Pohl","SAO GONCALO DO ABAETE",NA
"gbif","Cenargen","CEN","104508","Diplusodon","strigosus","T. B. Cavalcanti","1323","João Bernardo de Azevedo Bringel Jr.","Goiás",NA,"Estrada vicinal a W da GO-118. Início da estrada ca. 28,5 km N de São Gabriel de Goiás.",-47.628055,-14.981388,NA,"Diplusodon strigosus Pohl","PLANALTINA",NA
"gbif","Cenargen","CEN","104516","Diplusodon","adpressipilus","T. B. Cavalcanti","1333","João Bernardo de Azevedo Bringel Jr.","Goiás",NA,"Paraíso dos Pândavas.",NA,NA,NA,"Diplusodon adpressipilus Lourteig","ALTO PARAISO DE GOIAS",NA
"gbif","Cenargen","CEN","104676","Diplusodon","hirsutus","T. B. Cavalcanti","7153","Márcio Verdi - RB","Minas Gerais",NA,"Morro do Chapéu. Na base do morro.",-42.9225,-16.722222,NA,"Diplusodon hirsutus DC.","CRISTALIA",NA
"gbif","Cenargen","CEN","104992","Diplusodon","hirsutus","T. B. Cavalcanti","7173","Márcio Verdi - RB","Minas Gerais",NA,"Morro do Chapéu. Na base do morro.",-42.9225,-16.722222,NA,"Diplusodon hirsutus DC.","CRISTALIA",NA
"gbif","Cenargen","CEN","105125","Diplusodon","adpressipilus","T. B. Cavalcanti","410","Gustavo Paiva Evangelista Rocha","Goiás",NA,"Chapada dos Veadeiros, margem da GO - 239.",-47.759722,-14.152777,NA,"Diplusodon adpressipilus Lourteig","ALTO PARAISO DE GOIAS",NA
"gbif","Cenargen","CEN","13303","Diplusodon","thymifolius","T. B. Cavalcanti","68","Benedito José Dias","Minas Gerais",NA,"Parque Nacional Grandes Sertões, próximo à Fazenda Barbatimão.",-45.78333,-15.15,NA,"Diplusodon thymifolius DC.","FORMOSO",NA
"gbif","Cenargen","CEN","13346","Diplusodon","thymifolius","T. B. Cavalcanti","485","Aldicir Osni Scariot","Bahia",NA,NA,-45.2,-12.466666,NA,"Diplusodon thymifolius DC.","SAO DESIDERIO",NA
"gbif","Cenargen","CEN","13438","Diplusodon","helianthemifolius","T. B. Cavalcanti","525","Aldicir Osni Scariot","Bahia",NA,NA,-45.2,-12.46667,"pemphoides","Diplusodon helianthemifolius var. pemphoides (DC.) Koehne","SAO DESIDERIO",NA
"gbif","Cenargen","CEN","13455","Diplusodon","helianthemifolius","T. B. Cavalcanti","S/N","Gerleni Lopes Esteves","Minas Gerais",NA,"Cerrado na estrada para o Rio Ventania.",-42.81667,-16.53333,"pemphoides","Diplusodon helianthemifolius var. pemphoides (DC.) Koehne","GRAO MOGOL",NA
"gbif","Cenargen","CEN","14045","Diplusodon","virgatus","T. B. Cavalcanti","469","Roberto Fontes Vieira","Goiás",NA,"Fazenda Burita dos Alves, Corumbá - GO.",-48.41667,-15.95,NA,"Diplusodon virgatus Pohl","CORUMBA DE GOIAS",NA
"gbif","Cenargen","CEN","14141","Diplusodon","uninervius","T. B. Cavalcanti","416","Renato de Mello-Silva","Minas Gerais",NA,"Fazenda Vargem do Anjo. Morro Espigão do Meio.",NA,NA,NA,"Diplusodon uninervius Koehne","RIO VERMELHO",NA
"gbif","Cenargen","CEN","14143","Diplusodon","hirsutus","T. B. Cavalcanti","487","Renato de Mello-Silva","Minas Gerais",NA,"Morro do Chapéu. Alto.",NA,NA,NA,"Diplusodon hirsutus DC.","CRISTALIA",NA
